"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","uslec_c","MNGN","depth","COVMAX","HTMAX","holdup","bd1","fc","WP","OC","dep","app_rate","app_eff","DWRATE","DSRATE","kd","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf","przm_max_h2","pwc_max_peak","pwc_max_h2","pwc_max_benthic","Conv.Factor","max_sed"
"66",0.66,25.874,0.622,2.3,0.139,2.316,4019.417,89.338,0.521,0.297,9.732,0.642,702.94,0.212,1.377,0.401,0.204,2.31,3.193,2.224,0.977,0.068,0.068,630.251,15.248,20.682,8.501,11.279,13.553,28.411,10.111,80.732,0.957,0.644,0.896,0.792,17.015,0.015,65.361,0.533,0.323,14.945,0.712,0,5.6016,15.473,11.394,0.065539,631,41.355109
"67",0.742,19.907,0.275,1.136,0.521,2.459,2897.104,79.732,0.534,0.22,21.997,0.497,554.017,0.241,1.5,0.402,0.143,3.393,2.867,0.231,0.449,0.019,0.019,704.576,26.52,14.47,31.323,20.459,16.032,12.428,16.412,34.49,0.89,0.794,1.513,0.765,51.081,4.943,47.287,0.512,0.963,12.987,2.25,0,4.3296,1.1536,0.82629,0.0061192,705,4.314036
"68",0.767,27.971,0.343,0.52,0.473,3.001,2246.814,72.068,0.87,0.36,44.055,0.934,759.839,0.125,1.374,0.272,0.082,2.816,4.8,2.537,0.456,0.066,0.066,954.614,6.326,9.284,40.543,28.006,17.647,15.304,39.035,63.152,0.63,0.225,1.392,0.613,56.413,1.463,66.182,1.159,0.81,9.169,6.254,0.001,3.3236,1.5635,1.0648,0.011342,955,10.83161
"69",0.693,15.172,0.595,4.296,0.961,3.65,4790.075,85.916,0.68,0.262,88.365,0.738,826.308,0.13,1.73,0.399,0.195,2.133,1.901,0.916,0.849,0.069,0.069,600.928,16.718,27.411,25.241,27.633,4.465,9.145,30.359,34.583,0.521,0.256,1.251,0.185,54.066,4.641,65.558,0.015,0.745,5.78,4.399,0.001,5.0109,19.428,14.739,0.35505,601,213.38505
"70",0.647,31.348,0.532,4.515,0.276,1.197,455.318,77.869,0.398,0.088,2.046,0.235,897.938,0.299,1.65,0.26,0.055,1.055,4.917,0.922,0.839,0.086,0.086,908.495,27.485,8.38,140.683,19.159,4.192,7.41,3.42,64.873,0.448,0.294,1.124,0.376,36.521,1.685,75.041,1.197,0.485,10.734,9.325,0,4.3688,2.3967,1.6159,0.037363,909,33.962967
"71",0.665,12.036,0.309,4.442,0.875,3.181,4399.491,72.252,0.458,0.34,131.814,0.322,647.065,0.187,0.928,0.425,0.232,0.97,1.747,1.251,0.756,0.075,0.075,899.925,14.621,15.692,46.914,5.46,2.561,22.785,4.39,9.251,0.361,0.381,1.655,0.067,56.026,0.448,0.894,0.062,0.471,14.964,1.556,0,2.7841,6.2204,4.0941,0.044243,900,39.8187
"72",0.789,10.948,0.648,0.119,0.86,3.464,633.858,71.293,0.037,0.233,92.314,0.43,733.689,0.251,1.697,0.283,0.059,1.141,2.458,0.946,0.556,0.077,0.077,613.571,25.053,34.987,139.142,6.11,6.314,12.988,8.819,1.581,0.551,0.291,0.942,0.849,45.452,4.122,41.502,0.233,0.497,1.889,9.4,0,3.5058,0.86914,0.67398,0.0071519,614,4.3912666
"73",0.656,12.707,0.337,2.174,0.207,4.268,2240.492,86.685,0.305,0.266,27.144,0.097,801.097,0.241,1.4,0.279,0.103,1.202,5.654,1.435,0.113,0.072,0.072,856.762,30.73,27.869,136.034,23.532,16.19,12.844,28.805,7.33,0.681,0.373,1.215,0.846,23.018,4.173,18.056,0.513,0.328,12.116,4.294,0,5.4772,0.49618,0.34314,0.0069459,857,5.9526363
"74",0.633,23.721,0.238,0.869,0.836,2.836,449.189,77.652,0.973,0.224,8.302,0.206,819.05,0.106,1.037,0.407,0.1,2.648,3.425,0.335,0.92,0.016,0.016,894.059,26.551,31.38,145.263,14.294,23.752,44.348,12.237,87.098,0.103,0.657,1.222,0.975,4.017,4.454,2.971,0.703,0.172,9.401,9.535,0.001,4.3292,6.3808,4.5594,0.32936,895,294.7772
"75",0.666,34.926,0.235,3.082,0.63,4.797,2862.086,77.504,0.613,0.275,53.526,0.655,792.82,0.298,1.542,0.423,0.228,0.754,5.991,0.59,0.938,0.079,0.079,844.368,30.102,13.488,146.125,18.239,15.088,41.539,23.182,66.759,0.906,0.162,1.583,0.295,55.048,2.185,68.021,1.129,0.926,6.31,8.361,0,3.6417,0.9717,0.69168,0.0085156,845,7.195682
"76",0.782,27.887,0.322,0.593,0.76,0.447,3527.462,90.012,0.35,0.335,11.6,0.916,623.155,0.118,1.245,0.308,0.065,2.229,4.264,1.625,0.402,0.063,0.063,988.839,18.294,34.536,73.193,10.613,4.037,23.544,21.045,38.724,0.071,0.696,1.234,0.015,39.447,0.565,68.206,0.254,0.59,6.366,5.625,0.001,6.2567,1.4424,1.1436,0.18541,991,183.74131
"77",0.676,20.056,0.545,3.289,0.202,2.097,3180.609,64.181,0.545,0.407,125.679,0.593,627.694,0.209,1.227,0.419,0.15,1.161,1.228,1.385,0.587,0.096,0.096,996.552,6.933,17.154,63.491,34.901,12.385,17.878,22.269,71.47,0.347,0.592,1.531,0.049,40.772,0.844,23.628,0.439,0.738,12.568,1.498,0,2.2297,1.5052,1.1225,0.02536,997,25.28392
"78",0.739,29.191,0.288,4.321,0.358,0.947,1955.49,73.38,0.551,0.025,88.851,0.086,798.053,0.229,0.954,0.29,0.158,2.849,2.683,1.15,0.731,0.099,0.099,691.624,18.3,23.325,66.654,14.825,10.522,12.573,3.196,22.32,0.208,0.671,0.908,0.31,43.821,4.145,49.636,0.789,0.703,6.445,1.508,0,2.9249,2.7874,2.1124,0.074687,692,51.683404
"79",0.648,14.383,0.173,4.171,0.315,1.782,2916.233,69.549,0.667,0.229,56.672,0.48,858.045,0.24,1.5,0.352,0.211,3.949,2.511,1.266,0.34,0.07,0.07,639.505,33.208,26.925,55.485,22.245,22.617,15.044,28.596,40.353,0.567,0.739,1.023,0.989,40.677,4.934,39.554,1.288,0.989,5.253,1.712,0.001,2.4543,0.75927,0.63432,0.010717,640,6.85888
"80",0.742,12.9,0.556,2.302,0.899,1.793,4844.114,78.715,0.931,0.055,95.358,0.109,845.309,0.146,1.525,0.318,0.077,2.583,1.348,1.923,0.222,0.043,0.043,658.223,15.058,17.729,100.447,16.914,16.314,11.489,41.839,27.659,0.128,0.579,1.292,0.439,3.529,0.466,0.432,1.384,0.877,13.508,0.076,0,4.5055,12.091,8.9114,0.76677,659,505.30143
"81",0.738,32.088,0.621,0.606,0.522,3.73,703.174,74.377,0.879,0.426,20.556,0.588,609.172,0.167,1.044,0.41,0.142,3.011,1.788,2.959,0.332,0.037,0.037,931.453,15.61,6.005,110.399,33.523,0.68,23.788,29.178,41.874,0.149,0.762,0.994,0.692,32.81,1.227,32.051,1.235,0.017,12.569,1.158,0.001,3.5338,9.5211,7.0912,0.6458,932,601.8856
"82",0.75,11.621,0.251,3.538,0.375,3.661,197.292,73.546,0.952,0.461,48.343,0.244,542.018,0.187,1.254,0.283,0.217,0.444,5.634,0.566,0.465,0.039,0.039,612.893,14.578,28.465,106.563,18.754,8.12,12.31,38.35,82.581,0.098,0.744,1.428,0.248,47.394,3.903,50.243,1.377,0.683,1.727,8.75,0,2.7243,0.74278,0.58301,0.055113,614,33.839382
"83",0.637,22.56,0.217,3.28,0.784,2.967,2966.878,86.717,0.204,0.178,132.123,0.637,787.678,0.278,0.949,0.424,0.199,1.184,2.603,2.53,0.147,0.092,0.092,732.715,15.085,28.015,80.105,26.166,12.387,34.489,28.661,22.98,0.563,0.186,1.759,0.775,22.181,1.038,59.155,0.723,0.291,12.834,2.887,0,5.2646,3.2817,2.1834,0.037404,733,27.417132
"84",0.675,12.121,0.364,4.928,0.464,3.557,3846.81,74.004,0.75,0.073,87.698,0.381,643.215,0.281,1.18,0.424,0.081,1.817,1.835,0.869,0.194,0.056,0.056,752.122,34.296,15.891,148.71,28.231,5.892,39.847,35.851,62.853,0.811,0.417,1.734,0.466,56.622,1.034,55.409,0.781,0.076,9.311,1.724,0,3.9974,2.25,1.539,0.033558,752,25.235616
"85",0.617,20.872,0.35,0.455,0.123,3.251,981.189,62.628,0.154,0.123,100.757,0.48,686.994,0.218,1.164,0.27,0.19,2.572,0.722,0.565,0.548,0.045,0.045,698.074,16.48,23.691,87.972,18.992,0.893,28.542,27.88,63.968,0.422,0.42,1.129,0.214,21.425,1.155,28.147,0.205,0.157,5.642,7.61,0,1.5164,0.59102,0.47611,0.0057496,699,4.0189704
"86",0.753,13.979,0.147,4.285,0.586,0.582,2332.233,74.76,0.688,0.185,56.165,0.567,718.872,0.233,1.255,0.351,0.101,3.271,0.705,1.795,0.742,0.078,0.078,935.66,28.633,28.826,109.229,25.867,13.393,34.136,32.563,75.926,0.701,0.521,1.565,0.232,19.281,1.716,52.379,1.351,0.326,0.369,4.303,0.001,3.7655,15.02,10.242,0.16265,936,152.2404
"87",0.623,16.62,0.438,4.739,0.859,0.574,3583.43,70.666,0.763,0.469,98.919,0.969,876.042,0.187,1.58,0.27,0.23,3.418,5.404,2.449,0.69,0.046,0.046,792.859,12.446,13.96,63.555,9.517,18.151,44.679,16.19,35.783,0.304,0.258,1.606,0.554,59.775,2.999,64.597,1.285,0.801,6.98,9.863,0.001,2.2488,6.4669,4.7676,0.074984,793,59.462312
"88",0.721,20.398,0.434,4.284,0.335,1.792,1792.957,73.988,0.034,0.294,15.291,0.268,691.421,0.22,1.002,0.405,0.229,2.19,0.467,0.473,0.882,0.045,0.045,634.635,12.033,11.953,50.87,8.301,1.962,40.613,3.527,64.022,0.603,0.637,0.931,0.656,39.42,0.939,7.796,1.343,0.411,13.123,1.271,0.001,3.0362,2.4702,1.8454,0.016875,635,10.715625
"89",0.609,22.928,0.387,3.238,0.882,0.681,4123.643,62.74,0.691,0.415,7.379,0.563,587.677,0.24,0.862,0.347,0.196,0.88,1.105,1.174,0.913,0.031,0.031,972.463,32.305,30.518,102.114,30.118,17.077,8.443,37.632,68.148,0.739,0.747,1.455,0.512,35.876,0.992,25.185,0.582,0.32,8.93,5.665,0.001,1.6989,15.394,11.062,0.11143,973,108.42139
"90",0.734,23.563,0.293,0.814,0.598,1.447,3504.879,74.732,0.865,0.354,111.297,0.482,651.675,0.143,1.518,0.303,0.094,3.199,2.313,2.091,0.599,0.038,0.038,925.596,11.633,5.953,144.763,19.683,3.508,37.012,15.114,82.424,0.23,0.367,1.045,0.747,38.489,4.223,16.373,0.814,0.592,2.003,0.269,0.001,3.7267,6.3251,4.5211,0.26199,926,242.60274
"91",0.791,26.161,0.622,4.008,0.537,1.098,2390.791,69.033,0.667,0.126,49.34,0.532,861.446,0.156,0.948,0.255,0.111,1.589,0.82,0.459,0.535,0.071,0.071,864.08,15.794,19.308,42.771,25.958,14.137,31.278,15.595,49.356,0.999,0.593,1.703,0.683,27.643,2.225,41.4,0.974,0.96,6.097,9.762,0.001,2.6388,3.2053,2.205,0.016168,864,13.969152
"92",0.666,25.925,0.481,0.838,0.323,2.164,1410.597,84.877,0.416,0.207,109.481,0.813,735.898,0.213,1.034,0.31,0.198,1.997,5.771,2.393,0.751,0.023,0.023,952.174,29.909,5.661,78.285,18.67,14.305,16.535,16.272,26.049,0.973,0.786,1.085,0.625,7.827,3.969,19.504,0.649,0.788,4.973,1.828,0,4.6535,11.91,8.2694,0.087711,953,83.588583
"93",0.612,14.955,0.225,4.712,0.55,2.818,766.525,61.827,0.633,0.142,8.181,0.237,890.677,0.286,1.638,0.351,0.071,0.039,5.438,1.886,0.498,0.064,0.064,891.586,13.642,23.313,125.202,34.259,20.774,12.401,36.211,44.877,0.536,0.648,1.715,0.557,59.692,3.895,40.064,0.786,0.367,9.252,4.077,0.001,2.3981,1.0463,0.7224,0.017121,892,15.271932
"94",0.635,24.05,0.134,3.88,0.239,2.616,2621.144,72.651,0.215,0.323,77.721,0.619,745.09,0.201,1.265,0.368,0.145,1.552,1.474,1.439,0.217,0.047,0.047,757.806,9.65,34.923,138.853,18.347,23.454,22,25.901,66.468,0.204,0.456,1.724,0.494,5.695,0.03,42.47,0.539,0.935,8.602,9.999,0,3.2774,1.0453,0.73696,0.038245,758,28.98971
"95",0.688,20.265,0.501,3.032,0.369,4.482,1658.835,76.392,0.06,0.27,45.464,0.787,792.733,0.204,1.357,0.389,0.239,3.761,1.251,0.309,0.85,0.021,0.021,880.624,25.84,21.152,90.861,21.186,22.12,26.613,15.701,34.789,0.542,0.76,1.31,0.711,14.731,0.384,50.672,0.537,0.667,12.759,0.458,0.001,3.2424,2.82,2.0798,0.029429,881,25.926949
"96",0.781,25.218,0.063,3.638,0.229,3.332,2562.586,69.684,0.483,0.336,47.926,0.312,878.549,0.208,1.745,0.327,0.153,0.962,5.497,1.346,0.987,0.013,0.013,687.973,30.989,13.572,138.237,30.633,20.859,36.507,20.475,2.572,0.05,0.447,1.441,0.194,28.825,0.259,77.168,0.624,0.942,4.95,1.72,0.001,2.7164,3.9537,3.2231,0.41777,688,287.42576
"97",0.695,24.322,0.491,4.71,0.653,3.362,3899.055,73.901,0.751,0.324,111.056,0.536,553.84,0.186,1.576,0.389,0.089,2.74,1.001,0.998,0.269,0.077,0.077,811.401,11.202,20.219,69.083,28.989,16.76,26.221,47.915,24.036,0.202,0.607,0.965,0.601,31.023,4.818,21.541,0.943,0.28,14.258,4.891,0,3.8587,6.0288,4.5639,0.24414,812,198.24168
"98",0.722,17.366,0.269,0.283,0.599,3.291,2999.536,74.601,0.185,0.296,126.008,0.427,671.175,0.141,1.312,0.251,0.201,2.321,5.387,1.563,0.386,0.024,0.024,996.693,31.524,32.745,67.652,27.227,22.249,15.998,17.813,58.993,0.827,0.134,1.068,0.625,28.213,3.765,67.623,1.453,0.658,0.941,7.386,0,2.8357,1.3439,1.0371,0.0091262,997,9.0988214
"99",0.7,16.554,0.267,2.997,0.482,0.442,798.161,85.004,0.64,0.093,18.284,0.609,741.872,0.247,1.169,0.342,0.202,0.701,3.51,2.748,0.559,0.018,0.018,725.601,17.594,14.129,44.176,17.547,11.241,24.646,4.061,37.448,0.442,0.454,1.256,0.137,43.772,4.877,0.366,0.835,0.041,7.095,2.302,0.001,4.7331,32.789,21.959,0.38226,726,277.52076
"100",0.723,12.571,0.121,2.726,0.825,2.844,4361.401,81.107,0.889,0.324,110.052,0.633,780.475,0.211,1.123,0.283,0.221,1.14,1.331,1.428,0.656,0.016,0.016,982.475,17.37,21.92,68.701,26.557,9.618,35.496,33.751,51.954,0.173,0.303,1.717,0.105,23.964,0.404,39.468,1.287,0.723,8.218,3.709,0,3.7827,27.484,19.321,0.9066,983,891.1878
"101",0.672,31.826,0.517,1.76,0.582,1.15,1345.727,77.488,0.637,0.035,83,0.219,506.428,0.146,1.087,0.322,0.083,0.575,0.505,1.371,0.708,0.031,0.031,966.653,21.319,31.028,59.957,27.223,15.215,6.164,7.576,70.325,0.766,0.174,1.634,0.455,56.607,3.377,32.03,0.437,0.677,12.428,4.279,0.001,4.1225,41.184,26.994,0.3961,967,383.0287
"102",0.798,25.324,0.24,2.236,0.961,1.964,1637.61,66.233,0.998,0.058,114.738,0.352,639.867,0.207,0.963,0.373,0.157,2.701,2.027,0.891,0.588,0.081,0.081,922.949,5.752,29.615,6.81,34.423,21.188,14.141,40.562,55.582,0.808,0.378,1.492,0.252,39.311,3.917,61.238,1.348,0.141,2.755,3.087,0,2.2669,1.922,1.3597,0.005922,923,5.466006
"103",0.728,32.25,0.065,0.099,0.371,2.875,1476.608,89.812,0.083,0.422,35.603,0.89,762.167,0.101,1.712,0.258,0.239,2.157,1.309,1.026,0.29,0.019,0.019,740.052,23.609,26.697,112.486,9.171,7.295,12.37,46.496,36.104,0.56,0.532,1.382,0.264,10.967,0.789,19.137,0.163,0.479,6.544,0.57,0,5.3536,3.8898,2.6711,0.047923,740,35.46302
"104",0.697,21.969,0.553,3.815,0.429,2.774,2136.867,65.605,0.443,0.26,54.059,0.47,541.568,0.151,1.359,0.394,0.21,0.995,1.399,2.562,0.691,0.093,0.093,963.333,10.68,31.234,147.69,23.922,6.286,32.503,26.006,15.542,0.785,0.398,1.671,0.276,29.61,1.312,58.773,0.194,0.69,10.776,3.908,0,2.0715,4.3621,3.04,0.033968,964,32.745152
"105",0.664,26.796,0.491,1.695,0.548,4.077,1441.625,83.137,0.029,0.089,29.534,0.274,761.522,0.172,1.565,0.42,0.23,3.724,3.506,1.348,0.274,0.094,0.094,717.944,22.831,22.426,134.656,14.813,19.847,42.985,34.973,29.148,0.655,0.514,1.209,0.222,36.02,0.996,39.174,0.326,0.542,5.176,0.962,0,4.4511,0.76075,0.56461,0.006627,718,4.758186
"106",0.686,17.005,0.131,3.345,0.674,0.009,3487.207,65.865,0.16,0.449,136.668,0.784,801.793,0.275,1.111,0.344,0.066,3.044,0.857,2.16,0.236,0.088,0.088,766.796,12.658,22.531,63.82,25.135,4.04,23.835,36.193,63.658,0.521,0.687,0.998,0.03,50.481,4.429,43.503,1.391,0.441,6.525,0.334,0,2.8493,1.1658,0.99631,0.017719,768,13.608192
"107",0.632,28.012,0.182,4.333,0.833,2.988,2970.401,76.412,0.978,0.203,124.781,0.012,555.637,0.161,1.358,0.397,0.128,3.497,0.977,1.558,0.868,0.013,0.013,697.748,30.276,14.609,15.563,33.188,19.462,6.667,1.701,23.506,0.209,0.734,1.359,0.665,22.354,3.156,51.062,0.246,0.216,1.897,9.408,0.001,3.8361,114.17,72.987,1.9631,698,1370.2438
"108",0.61,12.355,0.545,1.464,0.9,1.51,2867.466,61.832,0.784,0.059,50.24,0.476,776.593,0.167,1.386,0.304,0.146,2.126,5.757,2.027,0.509,0.018,0.018,695.658,34.646,5.763,39.775,29.198,17.106,40.89,43.96,3.706,0.181,0.696,0.99,0.506,49.061,0.102,57.196,0.356,0.138,12.024,7.728,0.001,1.7023,4.973,4.0943,0.1371,696,95.4216
"109",0.715,29.958,0.071,4.793,0.387,1.69,3503.902,79.131,0.511,0.38,90.89,0.549,609.551,0.158,0.923,0.373,0.173,1.683,2.088,1.791,0.127,0.019,0.019,916.86,8.216,15.448,66.685,14.34,17.988,31.065,32.143,54.134,0.854,0.459,0.961,0.173,52.869,1.848,37.818,0.682,0.152,12.787,5.428,0.001,3.9836,3.7566,2.7702,0.022007,918,20.202426
"110",0.722,27.072,0.248,1.071,0.223,3.84,3809.583,75.518,0.683,0.193,4.211,0.109,512.789,0.295,1.54,0.267,0.197,2.755,5.06,0.909,0.377,0.032,0.032,741.598,7.479,34.909,126.103,7.914,10.269,10.512,19.315,24.552,0.692,0.176,0.981,0.504,47.525,0.533,79.043,0.64,0.054,7.012,5.074,0.001,3.0606,0.70177,0.56075,0.0068315,742,5.068973
"111",0.691,16.979,0.231,3.258,0.253,4.556,4133.469,67.75,0.783,0.035,57.613,0.778,523.643,0.209,0.879,0.308,0.12,1.887,0.867,0.666,0.919,0.096,0.096,748.791,15.286,30.845,130.356,34.805,2.592,5.658,40.878,56.262,0.31,0.164,0.988,0.431,31.783,4.158,38.464,1.061,0.013,7.472,6.225,0.001,2.6372,3.0603,2.5011,0.10439,749,78.18811
"112",0.667,24.759,0.289,1.608,0.213,3.486,1767.465,63.681,0.225,0.25,27.031,0.917,727.903,0.21,1.192,0.405,0.222,0.357,5.092,0.64,0.12,0.063,0.063,609.009,23.858,14.971,145.75,30.447,17.786,41.704,7.586,40.128,0.373,0.327,1.123,0.16,34.609,2.491,31.846,0.079,0.539,3.881,0.026,0.001,1.8473,0.035339,0.027823,0.00097545,609,0.59404905
"113",0.64,25.545,0.16,0.123,0.418,4.106,4047.614,72.994,0.007,0.407,1.744,0.87,571.875,0.217,1.294,0.339,0.051,1.849,1.756,0.122,0.259,0.011,0.011,961.146,23.019,25.254,11.526,24.73,12.307,17.368,33.128,7.964,0.545,0.613,0.951,0.421,59.345,0.829,67.83,1.254,0.94,2.999,4.307,0,3.9774,0.43632,0.33931,0.0023937,962,2.3027394
"114",0.658,34.222,0.585,3.401,0.496,3.042,2062.779,68.877,0.658,0.282,99.566,0.282,813.793,0.238,0.906,0.301,0.111,1.11,4.018,0.317,0.193,0.094,0.094,866.905,26.486,12.289,127.387,6.124,7.226,41.33,2.661,28.394,0.239,0.397,0.871,0.367,34.702,1.99,13.359,1.248,0.911,7.525,6.289,0.001,2.7635,0.18679,0.13675,0.0035546,867,3.0818382
"115",0.645,20.491,0.229,1.622,0.309,2.15,3339.961,80.459,0.376,0.327,126.829,0.203,524.073,0.248,1.281,0.414,0.158,0.799,2.277,0.721,0.692,0.056,0.056,625.95,33.436,17.804,38.041,16.093,21.787,36.772,6.966,83.922,0.808,0.728,1.482,0.789,50.66,4.546,25.927,0.141,0.203,8.437,8.535,0.001,4.2396,2.2222,1.5649,0.012374,627,7.758498
"116",0.76,14.427,0.247,0.415,0.429,3.202,3353.717,79.476,0.201,0.239,52.347,0.902,621.092,0.252,1.541,0.376,0.184,0.181,3.315,1.416,0.931,0.098,0.098,955.466,13.804,18.304,57.885,31.123,2.727,40.469,27.788,37.074,0.908,0.716,1.111,0.823,10.434,1.089,3.552,0.321,0.491,10.506,7.873,0.001,3.9548,2.2146,1.5707,0.010702,956,10.231112
"117",0.616,21.772,0.576,3.93,0.182,2.053,4700.343,62.845,0.577,0.454,4.686,0.092,875.03,0.263,1.122,0.305,0.102,0.618,0.54,2.766,0.523,0.034,0.034,922.165,28.386,29.365,28.441,27.921,15.393,37.815,35.293,35.811,0.972,0.121,1.48,0.982,54.506,4.303,69.975,0.393,0.22,8.49,3.159,0,2.1592,17.549,12.833,0.065149,922,60.067378
"118",0.779,19.698,0.601,3.315,0.347,2.472,2643.633,74.765,0.754,0.2,21.555,0.239,518.884,0.253,0.947,0.278,0.104,3.03,3.847,1.916,0.618,0.034,0.034,806.322,30.867,19.262,120.179,13.85,2.803,36.566,14.654,84.352,0.062,0.418,1.041,0.333,38.632,4.361,60.645,0.29,0.717,12.483,0.899,0.001,3.582,10.452,8.2289,0.99575,807,803.57025
"119",0.737,17.286,0.261,3.184,0.803,0.335,1531.787,90.041,0.484,0.22,72.02,0.145,625.703,0.211,1.303,0.265,0.168,1.287,3.685,2.629,0.521,0.04,0.04,910.04,21.812,14.761,18.592,10.965,1.934,31.74,5.136,2.348,0.055,0.486,1.18,0.927,51.843,3.747,38.28,1.085,0.297,5.231,6.659,0.001,5.5838,17.901,11.735,0.86169,910,784.1379
"120",0.666,13.693,0.292,4.496,0.877,2.203,1930.349,66.911,0.749,0.126,108.055,0.612,866.448,0.222,1.299,0.313,0.211,1.34,5.571,1.589,0.311,0.023,0.023,806.978,7.225,14.736,148.341,33.73,24.722,9.64,15.794,1.178,0.702,0.639,0.919,0.778,28.06,4.368,66.076,0.388,0.463,11.222,2.096,0.001,1.9829,2.9382,2.3067,0.042879,808,34.646232
"121",0.792,27.961,0.298,0.303,0.235,0.699,3038.948,71.647,0.5,0.122,64.16,0.212,793.204,0.136,1.504,0.332,0.098,1.828,2.863,0.303,0.809,0.054,0.054,637.977,13.942,34.942,78.578,33.341,16.649,18.372,32.654,72.28,0.027,0.7,0.957,0.308,19.352,4.043,48.108,1.207,0.703,8.736,1.267,0.001,3.3055,0.43645,0.35206,0.092191,639,58.910049
"122",0.69,25.041,0.08,1.6,0.204,1.498,3109.8,68.635,0.666,0.203,68.82,0.396,766.054,0.299,1.658,0.256,0.206,2.693,1.931,1.442,0.673,0.079,0.079,860.144,5.604,28.021,95.505,22.451,1.079,36.157,16.315,12.094,0.192,0.504,1.458,0.791,28.981,2.328,34.009,0.811,0.333,3.653,5.094,0.001,2.0463,1.3579,0.97925,0.015842,860,13.62412
"123",0.781,29.34,0.558,4.531,0.937,4.282,1493.004,67.021,0.797,0.323,49.38,0.885,528.66,0.227,1.662,0.427,0.176,3.141,4.406,1.309,0.768,0.063,0.063,806.719,14.733,25.708,89.714,18.904,23.244,41.43,14.407,18.012,0.866,0.632,1.089,0.296,6.71,0.673,67.407,1.1,0.871,11.903,9.424,0.001,2.4282,3.1033,2.4951,0.040857,807,32.971599
"124",0.646,29.158,0.349,4.233,0.434,3.053,3286.601,77.768,0.081,0.45,52.13,0.489,619.416,0.246,1.434,0.373,0.126,0.462,2.785,0.706,0.805,0.012,0.012,890.519,21.915,31.119,42.564,34.825,19.546,21.592,31.695,80.645,0.56,0.234,1.163,0.528,0.798,3.106,70.189,0.179,0.13,8.257,5.111,0,4.0412,8.4625,6.252,0.11191,891,99.71181
"125",0.749,11.651,0.127,4.372,0.576,4.523,4664.732,69.359,0.591,0.035,118.88,0.414,814.639,0.218,0.894,0.368,0.172,2.724,4.283,1.898,0.756,0.012,0.012,819.768,33.989,26.209,39.344,29.968,21.052,8.529,4.798,89.479,0.475,0.226,1.105,0.654,29.159,3.571,0.06,0.658,0.298,1.68,4.147,0,2.5651,17.534,13.308,0.13184,820,108.1088
"126",0.643,32.753,0.081,0.614,0.887,3.869,1535.828,90.724,0.359,0.462,30.86,0.982,531.897,0.196,1.134,0.412,0.083,1.996,2.895,1.833,0.583,0.051,0.051,704.172,23.426,16.294,33.357,29.111,20.608,23.447,2.698,1.271,0.761,0.569,0.903,0.369,34.225,2.685,67.164,1.374,0.194,11.45,5.43,0.001,6.4423,8.9897,5.9074,0.094461,705,66.595005
"127",0.718,10.077,0.416,1.038,0.823,0.486,3973.324,81.705,0.336,0.225,44.726,0.583,502.965,0.111,1.031,0.291,0.238,3.492,3.356,2.647,0.426,0.044,0.044,741.764,28.977,9.753,103.138,9.768,3.729,28.704,35.056,31.62,0.046,0.385,1.422,0.266,33.95,4.939,72.493,0.96,0.067,3.177,4.629,0.001,3.8933,7.6233,5.5036,0.55126,742,409.03492
"128",0.78,22.51,0.35,2.163,0.669,0.295,4703.754,63.118,0.095,0.015,85.873,0.667,675.282,0.244,1.431,0.344,0.216,2.394,5.927,2.761,0.147,0.09,0.09,707.752,10.638,9.303,35.512,28.491,18.751,19.066,31.623,88.83,0.549,0.135,1.128,0.614,32.79,4.85,29.172,0.264,0.789,3.859,7.94,0.001,1.5897,0.13599,0.1047,0.00079174,708,0.56055192
"129",0.702,25.934,0.412,3.354,0.782,1.113,2235.994,66.087,0.777,0.356,65.915,0.236,780.215,0.12,1.507,0.361,0.211,2.864,3.063,0.46,0.206,0.099,0.099,914.161,17.505,18.826,116.257,21.02,12.054,9.062,18.027,9.711,0.724,0.464,1.586,0.857,18.741,2.804,57.674,0.712,0.844,12.562,0.828,0.001,1.9992,0.18729,0.1311,0.0011797,914,1.0782458
"130",0.66,17.919,0.384,4.229,0.731,4.233,4050.092,78.398,0.575,0.466,70.89,0.708,864.451,0.124,1.035,0.363,0.205,2.836,4.778,2.254,0.273,0.083,0.083,638.684,25.795,19.825,37.201,33.289,24.284,20.342,8.742,53.497,0.841,0.33,1.552,0.571,42.964,4.092,12.019,0.865,0.05,13.757,4.968,0.001,3.6281,3.0707,2.2294,0.02502,639,15.98778
"131",0.755,11.156,0.499,2.219,0.816,1.023,3262.224,68.773,0.97,0.38,65.183,0.738,754.013,0.18,1.716,0.3,0.213,2.52,2.385,0.737,0.398,0.03,0.03,625.197,14.305,19.159,100.727,24.974,13.415,19.412,38.659,17.804,0.21,0.54,1.349,0.219,22.458,4.152,18.63,0.587,0.836,8.739,1.286,0,2.1778,2.3996,1.9401,0.096841,626,60.622466
