"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","CN_f","uslec_c","uslec_f","MNGN","depth","COVMAX","HTMAX","holdup","bd1","bd2","bd3","bd4","fc","WP","OC","dep","app_rate","app_eff","PLDKRT","DWRATE","DSRATE","koc","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf"
"67",0.742,19.906,0.275,1.137,0.521,2.459,2897.223,79.726,85.201,0.462,0.152,0.237,19.787,0.704,784.564,0.269,1.303,1.623,1.282,0.901,1.213,0.268,0.106,1.053,4.332,1.016,0.262,0.389,0.389,0.027,730.778,16.473,31.662,148.682,26.762,19.292,39.049,49.431,53.239,0.348,0.774,1.638,0.23,23.391,0.295,58.933,0.051,0.756,12.075,4.612
"68",0.767,27.972,0.343,0.52,0.473,3.001,2246.872,72.069,87.218,0.762,0.31,0.439,91.278,0.127,728.707,0.124,1.013,1.493,1.577,1.616,1.22,0.361,0.059,3.547,0.36,0.515,0.318,0.529,0.529,0.033,912.133,26.039,23.802,31.009,22.727,15.427,42.611,14.695,74.476,0.775,0.665,1.408,0.623,52.165,1.431,60.333,0.65,0.887,7.848,6.416
"69",0.693,15.174,0.595,4.296,0.961,3.65,4790.946,85.912,86.076,0.552,0.629,0.349,114.391,0.153,886.651,0.265,1.548,1.339,1.135,1.113,1.618,0.367,0.136,0.019,2.405,2.267,0.224,0.523,0.523,0.019,842.546,16.506,20.492,37.318,18.045,4.541,41.042,46.413,73.775,0.019,0.619,1.203,0.441,36.273,1.338,32.375,1.015,0.747,10.555,3.815
"70",0.647,31.35,0.532,4.515,0.276,1.197,455.79,77.868,84.381,0.178,0.009,0.115,139.303,0.993,850.975,0.111,0.883,1.096,1.595,1.115,1.608,0.403,0.09,3.087,4.523,0.427,0.933,0.364,0.364,0.015,626.64,26.615,18.27,45.188,13.805,9.398,29.347,16.916,84.429,0.8,0.436,1.502,0.924,17.727,4.492,8.151,0.544,0.39,14.108,9.432
"71",0.665,12.037,0.309,4.443,0.875,3.18,4399.208,72.251,84.747,0.721,0.941,0.155,52.108,0.438,530.283,0.294,1.722,1.077,1.111,1.217,1.524,0.38,0.118,3.002,1.992,1.134,0.357,0.109,0.109,0.05,634.374,8.051,15.623,63.15,31.485,1.545,42.345,4.559,1.106,0.05,0.426,1.758,0.162,21.433,4.176,51.559,1.008,0.874,13.455,6.053
"72",0.789,10.945,0.648,0.119,0.859,3.464,633.251,71.295,82.217,0.489,0.657,0.205,82.215,0.754,872.104,0.136,0.902,1.115,1.22,1.122,1.321,0.384,0.104,0.145,4.044,2.998,0.923,0.121,0.121,0.028,669.847,5.492,21.393,44.478,7.741,21.426,35.304,41.238,46.74,0.163,0.444,0.968,0.931,6.499,1.354,4.935,0.085,0.155,0.387,9.947
"73",0.656,12.71,0.337,2.174,0.207,4.267,2239.771,86.683,83.826,0.56,0.189,0.05,105.637,0.705,739.911,0.132,1.112,1.129,1.707,1.274,0.873,0.374,0.221,2.571,5.16,2.311,0.904,0.446,0.446,0.028,830.084,7.413,25.336,61.473,16.847,21.348,20.337,41.743,20.389,0.348,0.325,1.586,0.431,19.953,0.415,1.131,0.015,0.76,0.922,6.766
"74",0.633,23.72,0.238,0.868,0.836,2.836,449.468,77.652,87.838,0.471,0.053,0.101,111.893,0.033,578.79,0.274,1.097,1.455,1.367,0.933,1.69,0.262,0.11,2.943,4.337,2.65,0.961,0.274,0.274,0.099,697.342,34.033,7.807,120.489,17.079,24.611,7.665,44.542,3.431,0.473,0.215,1.422,0.944,38.683,3.982,49.523,0.492,0.157,8.198,4.913
"75",0.666,34.93,0.236,3.082,0.63,4.797,2862.171,77.506,85.674,0.579,0.379,0.31,102.774,0.988,802.888,0.292,1.704,1.028,1.759,1.012,1.707,0.387,0.181,2.448,5.036,0.92,0.966,0.347,0.347,0.092,785.004,27.243,32.165,17.784,29.1,7.331,41.698,21.9,76.549,0.755,0.748,1.235,0.829,14.379,3.017,7.807,0.808,0.072,0.704,1.297
"76",0.782,27.887,0.322,0.593,0.76,0.448,3528.169,90.012,84.093,0.71,0.077,0.431,43.791,0.09,671.136,0.164,0.931,1.361,1.495,1.333,1.165,0.356,0.199,3.888,2.714,2.955,0.519,0.205,0.205,0.052,767.88,17.892,6.847,128.419,17.452,0.215,31.289,5.731,76.733,0.177,0.51,1.239,0.561,56.581,2.572,29.949,1.274,0.157,2.176,5.792
"77",0.676,20.057,0.545,3.289,0.202,2.097,3180.885,64.185,85.268,0.863,0.897,0.281,45.372,0.544,662.935,0.287,1.333,1.12,1.032,1.259,1.352,0.422,0.055,3.965,0.48,1.275,0.459,0.658,0.658,0.039,777.706,28.817,15.218,106.998,27.384,1.105,32.182,8.521,26.645,0.299,0.615,1.613,0.157,24.552,1.673,8.932,1.319,0.163,3.345,6.737
"78",0.739,29.195,0.288,4.32,0.358,0.946,1955.02,73.382,85.305,0.042,0.633,0.045,104.567,0.645,541.907,0.144,1.372,1.5,1.254,1.186,1.498,0.428,0.179,0.924,2.715,1.872,0.478,0.283,0.283,0.027,624.808,12.412,10.993,123.22,6.607,7.724,34.214,41.464,55.878,0.53,0.59,1.243,0.158,4.294,1.961,38.655,1.392,0.46,0.145,0.376
"79",0.648,14.384,0.173,4.171,0.315,1.783,2916.292,69.546,86,0.481,0.401,0.228,125.419,0.7,784.412,0.214,1.62,1.748,1.228,1.222,1.103,0.369,0.124,0.404,5.648,2.219,0.41,0.422,0.422,0.033,828.445,18.432,21.892,137.275,10.417,24.976,32.114,49.345,44.541,0.86,0.792,1.171,0.178,58.682,0.274,29.376,1.061,0.259,11.732,5.686
"80",0.742,12.899,0.556,2.302,0.899,1.793,4844.517,78.713,87.586,0.107,0.679,0.056,120.992,0.233,795.534,0.175,0.989,1.44,1.05,1.426,0.983,0.317,0.199,0.59,2.078,1.33,0.686,0.322,0.322,0.025,934.613,14.192,8.569,104.304,19.387,10.993,7.345,4.741,0.572,0.924,0.713,1.67,0.017,0.816,1.057,32.844,1.444,0.762,3.396,2.38
"81",0.738,32.089,0.621,0.607,0.522,3.73,703.456,74.376,87.273,0.905,0.142,0.279,38.944,0.336,581.798,0.278,1.297,1.537,1.117,1.747,1.094,0.304,0.131,3.317,2.187,0.197,0.747,0.632,0.632,0.052,833.076,18.943,9.222,142.069,9.478,17.419,26.867,12.341,36.109,0.825,0.105,1.613,0.123,52.766,0.62,63.774,0.658,0.014,10.545,2.447
"82",0.75,11.623,0.251,3.539,0.375,3.66,197.191,73.549,87.711,0.98,0.341,0.119,15.604,0.436,675.031,0.136,1.651,0.958,1.704,1.005,1.229,0.308,0.102,0.139,1.984,2.368,0.723,0.357,0.357,0.026,906.631,32.524,7.672,138.429,23.939,6.147,36.596,39.046,56.562,0.919,0.576,0.958,0.868,23.476,3.253,12.743,0.903,0.552,1.212,2.106
"83",0.637,22.56,0.217,3.28,0.784,2.967,2966.926,86.721,83.219,0.371,0.943,0.301,100.95,0.889,539.757,0.293,1.564,1.125,1.242,1.614,0.908,0.413,0.078,1.334,2.083,2.325,0.561,0.495,0.495,0.076,828.912,12.637,21.747,22.879,34.962,19.53,19.778,10.448,66.574,0.487,0.299,1.629,0.293,6.758,2.991,71.015,0.913,0.951,13.193,0.067
"84",0.675,12.125,0.364,4.929,0.464,3.557,3846.544,74.003,86.499,0.146,0.624,0.182,50.785,0.904,642.44,0.294,1.005,1.268,1.125,1.099,0.955,0.343,0.085,1.527,5.862,1.153,0.982,0.534,0.534,0.088,886.582,25.946,29.286,70.737,34.121,11.692,42.752,10.412,62.363,0.525,0.147,1.416,0.179,12.684,4.963,10.993,0.074,0.431,1.01,7.639
"85",0.617,20.871,0.35,0.455,0.123,3.251,981.192,62.63,82.921,0.253,0.718,0.229,65.985,0.589,635.196,0.123,1.523,1.438,0.955,1.004,1.313,0.32,0.085,0.988,2.358,1.907,0.609,0.361,0.361,0.063,822.657,26.312,17.481,71.317,13.952,5.273,19.278,11.621,31.722,0.145,0.204,1.195,0.756,18.925,1.491,40.368,1.032,0.134,10.489,6.796
"86",0.753,13.977,0.147,4.285,0.586,0.582,2332.043,74.762,86.126,0.387,0.397,0.269,77.054,0.667,675.669,0.212,1.1,1.595,0.952,1.386,1.509,0.385,0.124,3.358,4.748,2.403,0.74,0.489,0.489,0.076,860.169,30.306,25.938,92.262,28.492,5.757,17.849,17.222,58.957,0.902,0.324,0.876,0.432,31.382,2.607,27.007,1.424,0.992,2.346,9.654
"87",0.623,16.619,0.438,4.739,0.859,0.574,3583.635,70.661,86.578,0.997,0.705,0.456,131.66,0.436,819.91,0.122,1.71,1.629,1.669,1.589,1.457,0.322,0.176,1.934,1.565,0.966,0.459,0.184,0.184,0.099,729.003,16.909,13.904,37.626,29.871,13.917,44.855,30.027,72.688,0.858,0.66,1.275,0.977,33.548,1.56,35.132,1.089,0.226,10.181,8.811
"88",0.721,20.396,0.434,4.284,0.335,1.791,1792.964,73.986,82.196,0.621,0.104,0.13,67.504,0.6,563.207,0.273,1.706,1.352,0.916,0.976,1.651,0.32,0.184,0.355,1.484,0.772,0.381,0.162,0.162,0.09,627.472,26.331,22.98,116.263,7.355,16.511,31.275,9.468,8.844,0.897,0.384,1.647,0.134,44.689,0.286,60.829,0.325,0.446,10.064,4.811
"89",0.609,22.928,0.387,3.238,0.882,0.68,4123.883,62.74,86.146,0.881,0.047,0.267,31.444,0.699,500.781,0.208,1.552,1.056,1.013,1.193,1.682,0.293,0.098,3.725,5.469,2.567,0.696,0.569,0.569,0.018,900.806,27.704,27.104,139.089,24.841,12.844,28.92,9.998,28.397,0.394,0.319,1.394,0.565,31.004,3.433,47.562,0.869,0.526,11.683,3.436
"90",0.734,23.565,0.293,0.814,0.598,1.447,3504.557,74.728,87.19,0.751,0.794,0.229,53.686,0.215,792.4,0.159,1.069,1.579,1.198,1.478,1.364,0.307,0.193,3.257,1.405,0.192,0.958,0.374,0.374,0.082,720.351,32.469,11.658,60.287,11.167,18.818,30.66,42.237,18.502,0.547,0.512,0.975,0.036,32.003,3.077,17.467,0.976,0.879,13.483,1.103
"91",0.791,26.161,0.622,4.008,0.537,1.098,2390.835,69.029,86.003,0.26,0.348,0.253,126.619,0.283,539.312,0.105,1.149,1.216,0.97,0.971,1.3,0.372,0.132,2.645,2.223,1.483,0.332,0.491,0.491,0.069,724.178,21.439,34.957,107.023,33.099,17.204,23.431,22.299,46.618,0.653,0.772,1.222,0.967,42.286,4.742,56.719,1.291,0.284,11.38,6.978
"92",0.666,25.927,0.481,0.838,0.323,2.164,1410.442,84.875,84.493,0.434,0.781,0.383,82.97,0.567,577.594,0.166,1.56,1.308,1.725,1.572,1.518,0.275,0.106,3.523,4.999,0.164,0.55,0.355,0.355,0.036,729.636,13.662,34.19,147.007,12.504,15.72,10.209,39.705,22.003,0.438,0.65,1.154,0.189,20.618,4.73,10.552,0.183,0.338,11.59,3.59
"93",0.612,14.954,0.225,4.712,0.55,2.818,766.815,61.826,85.795,0.294,0.053,0.116,136.77,0.931,845.874,0.212,0.962,0.867,1.674,1.414,1.262,0.358,0.198,2.918,1.8,1.87,0.838,0.646,0.646,0.027,889.459,19.942,20.952,118.573,33.515,14.002,44.797,38.967,45.106,0.529,0.353,1.413,0.41,48.563,1.701,53.357,1.057,0.953,7.648,3.499
"94",0.635,24.05,0.134,3.88,0.239,2.616,2620.693,72.65,83.287,0.683,0.552,0.293,86.153,0.506,680.107,0.231,1.311,1.208,1.07,1.276,0.978,0.324,0.149,1.584,1.014,2.993,0.922,0.349,0.349,0.048,806.804,27.147,10.876,78.807,33.789,12.409,8.788,0.384,47.824,0.365,0.754,1.374,0.99,8.238,0.93,3.36,1.293,0.377,4.121,5.593
"95",0.688,20.261,0.501,3.032,0.369,4.482,1658.94,76.395,82.353,0.568,0.321,0.371,102.745,0.522,721.098,0.255,1.756,1.706,1.036,0.925,1.618,0.271,0.084,2.809,4.199,1.661,0.627,0.402,0.402,0.059,725.081,16.574,21.118,141.638,20,17.905,14.816,3.928,57.033,0.364,0.565,1.625,0.055,38.065,1.361,39.965,0.718,0.802,7.488,1.29
"96",0.781,25.216,0.063,3.638,0.229,3.332,2563.301,69.685,84.894,0.712,0.338,0.151,132.543,0.542,893.276,0.186,1.346,1.075,1.683,1.247,1.757,0.255,0.182,0.887,5.211,0.929,0.918,0.579,0.579,0.081,763.309,5.825,6.21,76.963,24.371,4.77,24.213,2.671,86.819,0.421,0.759,1.153,0.178,40.166,3.938,35.648,1.06,0.877,6.287,0.41
"97",0.695,24.324,0.491,4.71,0.653,3.362,3898.918,73.903,86.504,0.687,0.792,0.254,19.689,0.432,818.075,0.255,1.045,1.476,0.997,1.139,1.031,0.384,0.214,2.119,1.32,1.571,0.493,0.548,0.548,0.058,983.357,12.989,10.821,110.031,8.507,15.127,25.674,48.186,24.304,0.632,0.291,1.715,0.489,12.176,0.934,73.045,0.836,0.025,3.405,6.89
"98",0.722,17.37,0.269,0.283,0.599,3.291,2999.655,74.596,83.103,0.624,0.899,0.204,60.483,0.204,701.107,0.101,1.575,1.381,1.667,1.314,1.15,0.279,0.128,3.967,5.316,2.782,0.485,0.515,0.515,0.035,741.943,24.652,29.763,12.071,11.92,15.728,23.807,37.683,76.098,0.969,0.558,0.911,0.734,17.376,2.109,48.181,0.067,0.485,9.093,8.16
"99",0.7,16.552,0.267,2.997,0.482,0.442,798.773,85.004,85.841,0.188,0.125,0.288,85.054,0.738,637.362,0.202,1.578,1.016,1.38,1.682,1.324,0.266,0.082,1.263,2.577,0.982,0.34,0.334,0.334,0.054,631.733,17.467,18.093,78.238,18.183,3.34,34.182,48.774,0.504,0.561,0.122,1.283,0.236,37.188,1.122,69.882,1.158,0.734,10.996,3.689
"100",0.723,12.57,0.121,2.726,0.825,2.845,4361.319,81.107,87.335,0.685,0.785,0.299,98.453,0.556,616.958,0.137,1.668,1.115,1.048,1.272,1.422,0.263,0.195,3.824,2.533,1.736,0.491,0.502,0.502,0.079,869.752,22.302,9.927,46.96,33.564,2.516,20.973,4.113,44.44,0.859,0.604,1.35,0.373,12.775,0.927,66.883,0.701,0.637,7.784,5.81
"101",0.672,31.829,0.517,1.76,0.582,1.15,1345.076,77.491,85.819,0.064,0.59,0.107,3.243,0.232,600.727,0.18,1.018,0.987,0.922,1.255,1.475,0.291,0.096,3.667,3.309,2.616,0.437,0.515,0.515,0.013,659.979,28.435,27.916,20.314,30.81,11.41,42.737,33.793,36.092,0.298,0.572,1.605,0.429,40.208,0.224,74.512,0.847,0.879,10.933,9.162
"102",0.798,25.322,0.241,2.236,0.961,1.964,1637.174,66.233,87.99,0.114,0.818,0.169,49.609,0.535,545.844,0.236,1.369,1.467,1.154,1.106,1.354,0.392,0.105,3.231,0.248,2.479,0.111,0.649,0.649,0.031,924.38,23.515,29.169,62.611,26.053,6.252,31.202,39.186,68.918,0.9,0.193,1.02,0.313,29.831,1.685,10.192,0.251,0.533,3.653,5.878
"103",0.728,32.252,0.065,0.1,0.371,2.875,1476.144,89.813,82.494,0.898,0.25,0.419,92.125,0.005,878.48,0.109,1.754,1.344,1.044,1.148,1.053,0.269,0.149,1.407,3.759,2.198,0.76,0.178,0.178,0.027,971.892,17.013,21.655,94.435,22.394,6.55,12.304,7.97,21.592,0.117,0.432,1.249,0.066,21.22,2.737,67.458,0.867,0.994,2.491,2.865
"104",0.697,21.967,0.553,3.815,0.429,2.774,2136.655,65.604,84.657,0.549,0.382,0.224,15.442,0.255,721.557,0.259,1.62,1.082,1.058,1.624,1.457,0.416,0.208,3.635,1.216,2.636,0.976,0.453,0.453,0.072,807.604,10.152,28.486,66.634,32.02,6.86,24.743,13.185,66.142,0.137,0.581,1.505,0.393,29.957,0.613,58.319,0.33,0.243,8.42,4.224
"105",0.664,26.796,0.491,1.694,0.548,4.077,1441.532,83.135,82.169,0.179,0.206,0.133,91.893,0.358,813.218,0.288,1.715,1.698,1.38,1.247,1.036,0.419,0.169,1.186,3.606,1.785,0.896,0.283,0.283,0.095,879.568,14.692,24.531,90.853,16.621,5.473,29.009,10.027,44.118,0.225,0.476,1.167,0.104,22.486,3.51,38.783,0.411,0.656,6.324,8.522
"106",0.686,17.002,0.131,3.346,0.673,0.01,3486.451,65.864,82.955,0.955,0.976,0.37,105.879,0.874,611.395,0.205,0.935,1.544,0.975,1.499,0.997,0.406,0.08,1.674,1.607,1.794,0.461,0.476,0.476,0.052,889.343,26.208,20.469,126.521,9.592,0.6,38.65,44.298,48.97,0.928,0.405,1.248,0.043,23.814,3.143,35.153,0.82,0.555,11.459,4.001
"107",0.632,28.013,0.182,4.333,0.833,2.988,2969.815,76.412,87.866,0.424,0.891,0.011,20.341,0.306,721.391,0.263,1.231,1.647,0.994,1.312,1.637,0.256,0.159,0.984,5.071,1.029,0.165,0.626,0.626,0.014,612.868,12.808,11.035,136.425,21.644,16.736,19.903,31.596,57.483,0.172,0.246,0.969,0.932,35.958,2.28,61.398,0.141,0.364,1.913,9.817
"108",0.61,12.356,0.545,1.465,0.9,1.51,2867.672,61.828,86.706,0.116,0.355,0.227,97.108,0.333,733.891,0.16,1.314,1.337,1.723,1.458,1.273,0.266,0.139,0.964,5.93,0.174,0.314,0.552,0.552,0.091,951.531,6.205,10.188,128.386,9.331,12.716,37.705,1.117,64.365,0.244,0.191,1.58,0.767,56.081,1.483,78.951,0.73,0.033,14.991,1.59
"109",0.715,29.956,0.071,4.793,0.387,1.689,3503.679,79.126,85.065,0.807,0.647,0.261,39.071,0.29,528.016,0.237,1.44,1.237,1.163,1.385,0.888,0.268,0.051,3.171,0.733,1.11,0.479,0.274,0.274,0.069,856.86,23.031,30.594,79.456,8.366,4.229,40.245,18.539,42.602,0.46,0.201,1.626,0.542,49.668,3.664,64.282,1.448,0.487,2.912,7.588
"110",0.722,27.072,0.248,1.07,0.223,3.839,3810.158,75.518,86.097,0.405,0.024,0.056,5.433,0.975,802.29,0.119,1.554,1.479,1.617,1.111,1.14,0.295,0.126,1.422,0.588,2.991,0.843,0.154,0.154,0.022,754.006,13.157,25.674,20.689,9.04,12.648,36.687,5.406,88.937,0.432,0.131,1.278,0.507,40.327,2.542,56.161,0.604,0.788,4.627,0.961
"111",0.691,16.976,0.231,3.258,0.253,4.555,4134.012,67.746,86.699,0.063,0.408,0.367,9.218,0.545,508.456,0.164,1.192,1.284,0.977,1.036,1.688,0.422,0.072,1.494,2.123,2.599,0.869,0.656,0.656,0.011,926.823,23.739,14.101,18.194,9.268,10.811,26.188,41.596,43.317,0.71,0.102,1.305,0.62,58.913,1.023,11.109,0.975,0.26,6.545,2.25
"112",0.667,24.756,0.289,1.609,0.213,3.487,1766.923,63.681,83.346,0.527,0.188,0.432,80.195,0.552,647.387,0.273,1.676,0.938,1.621,1.027,0.88,0.357,0.221,0.1,3.808,1.064,0.964,0.575,0.575,0.093,660.023,18.359,15.992,51.986,13.77,3.918,28.069,24.954,35.891,0.062,0.474,1.088,0.012,39.218,4.239,8.459,0.599,0.216,2.829,8.181
"113",0.64,25.542,0.16,0.123,0.419,4.106,4047.383,72.991,82.034,0.864,0.006,0.41,25.991,0.583,692.877,0.199,0.864,1.275,1.113,0.867,1.02,0.253,0.13,3.613,3.644,2.058,0.14,0.468,0.468,0.038,864.771,7.628,21.216,111.196,8.017,10.537,44.563,8.369,76.322,0.837,0.758,1.035,0.432,1.222,4.727,70.066,1.178,0.243,1.432,5.358
"114",0.658,34.221,0.586,3.401,0.496,3.042,2062.99,68.875,85.948,0.595,0.709,0.137,110.041,0.693,520.362,0.156,1.15,1.108,1.458,0.927,0.953,0.419,0.109,2.673,4.326,0.805,0.851,0.121,0.121,0.092,620.503,14.441,11.946,66.618,5.357,9.165,28.131,19.959,15.095,0.834,0.737,1.308,0.626,59.988,4.693,24.571,1.11,0.887,2.468,7.622
"115",0.645,20.494,0.229,1.622,0.309,2.15,3339.848,80.458,84.255,0.691,0.905,0.1,9.359,0.743,687.061,0.282,1.37,1.038,1.192,1.053,1.458,0.341,0.078,0.269,5.693,1.338,0.303,0.307,0.307,0.081,655.037,32.969,29.18,135.016,25.746,19.89,38.769,45.461,29.239,0.103,0.236,1.364,0.846,50.23,0.803,4.676,0.38,0.924,5.957,6.458
"116",0.76,14.427,0.247,0.415,0.429,3.202,3353.592,79.475,83.2,0.503,0.37,0.424,43.077,0.759,802.511,0.24,1.494,0.899,1.35,1.268,1.701,0.426,0.195,3.556,1.832,1.386,0.425,0.588,0.588,0.09,821.954,17.339,32.212,132.605,13.348,20.766,11.944,10.963,4.09,0.221,0.44,1.489,0.782,45.301,2.354,6.632,0.68,0.056,2.285,1.758
"117",0.616,21.772,0.576,3.929,0.182,2.053,4700.815,62.844,85.46,0.965,0.027,0.048,131.313,0.816,616.194,0.161,1.106,0.997,0.927,1.687,1.287,0.298,0.223,3.224,4.699,2.455,0.244,0.528,0.528,0.084,882.093,16.919,34.149,9.387,25.672,24.788,41.343,43.035,78.738,0.269,0.248,1.367,0.319,12.86,1.656,46.76,0.486,0.904,3.716,2.852
"118",0.779,19.697,0.601,3.315,0.347,2.472,2643.873,74.769,86.526,0.419,0.149,0.116,7.576,0.765,538.855,0.131,1.117,1.541,1.432,1.424,1.384,0.298,0.108,2.068,5.188,1.479,0.807,0.265,0.265,0.081,716.674,33.116,6.586,70.937,11.02,8.3,30.752,43.631,68.26,0.201,0.6,1.608,0.098,50.593,2.723,71.915,0.921,0.287,12.445,9.865
"119",0.737,17.289,0.261,3.184,0.802,0.335,1532.274,90.042,84.903,0.461,0.511,0.073,44.676,0.555,696.96,0.117,1.418,1.148,1.407,1.645,1.286,0.31,0.187,3.102,3.405,1.043,0.183,0.211,0.211,0.07,640.375,5.752,6.371,84.945,15.659,23.403,39.561,37.494,43.113,0.726,0.303,1.17,0.663,53.205,0.133,22.394,0.258,0.277,4.97,7.901
"120",0.666,13.693,0.292,4.496,0.877,2.203,1929.848,66.911,86.493,0.26,0.77,0.29,128.346,0.611,694.941,0.17,1.623,1.16,1.695,1.322,1.073,0.277,0.062,2.075,0.537,1.041,0.98,0.636,0.636,0.02,725.804,5.357,25.96,116.591,6.966,19.616,23.702,43.685,74.352,0.265,0.42,1.532,0.215,32.969,0.86,42.017,1.192,0.263,13.508,8.105
"121",0.792,27.965,0.298,0.303,0.235,0.699,3038.717,71.648,84.996,0.251,0.455,0.104,102.901,0.182,786.212,0.191,1.087,1.27,1.281,0.923,1.577,0.338,0.142,0.389,1.859,2.994,0.552,0.629,0.629,0.04,860.885,29.085,5.514,129.398,8.25,7.666,17.902,40.441,54.166,0.807,0.59,1.382,0.134,38.131,1.539,49.59,1.452,0.641,8.006,0.201
"122",0.69,25.043,0.08,1.599,0.204,1.498,3109.416,68.637,85.997,0.425,0.488,0.19,93.455,0.994,854.695,0.106,1.6,1.465,1.139,1.276,1.44,0.387,0.18,2.605,0.219,2.325,0.656,0.426,0.426,0.08,729.94,9.007,10.511,88.708,24.916,19.935,24.317,23.331,38.31,0.545,0.329,1.075,0.509,41.292,4.675,43.715,0.732,0.667,9.268,6.539
"123",0.781,29.339,0.558,4.531,0.937,4.283,1492.994,67.02,86.779,0.684,0.349,0.417,10.962,0.635,856.484,0.297,1.454,1.566,1.517,1.235,1.535,0.355,0.106,2.072,2.015,2.102,0.62,0.36,0.36,0.092,714.715,10.981,30.942,115.1,12.635,7.358,9.465,6.809,75.846,0.736,0.709,1.573,0.934,53.456,0.551,25.012,0.519,0.1,13.059,4.098
"124",0.646,29.157,0.349,4.233,0.434,3.053,3287.251,77.767,82.481,0.957,0.369,0.233,42.494,0.733,755.134,0.236,1.219,0.962,1.27,1.048,1.573,0.254,0.072,2.908,3.427,2.625,0.331,0.657,0.657,0.047,853.241,31.88,21.66,32.723,15.112,13.269,5.528,31.088,78.968,0.127,0.185,1.353,0.511,10.17,0.951,72.608,0.17,0.362,11.755,0.828
"125",0.749,11.655,0.127,4.373,0.576,4.523,4665.038,69.359,85.547,0.063,0.848,0.198,110.327,0.591,515.286,0.232,1.438,1.472,1.498,1.418,1.523,0.255,0.183,2.203,5.801,2.15,0.311,0.566,0.566,0.018,637.631,34.83,19.089,31.126,13.153,16.456,24.437,35.746,0.157,0.444,0.304,0.956,0.416,2.172,2.904,67.97,0.526,0.695,11.582,7.21
"126",0.643,32.751,0.081,0.613,0.887,3.868,1535.716,90.721,84.152,0.982,0.216,0.461,12.082,0.48,621.89,0.28,1.016,1.308,1.286,1.398,1.349,0.331,0.193,1.049,3.723,1.192,0.274,0.55,0.55,0.052,620.875,5.391,27.763,102.133,6.428,9.221,27.813,26.895,75.566,0.917,0.23,1.546,0.542,50.378,0.185,59.616,1.432,0.052,0.742,0.322
"127",0.718,10.079,0.416,1.038,0.823,0.486,3973.392,81.704,84.011,0.473,0.315,0.276,2.05,0.058,576.085,0.145,1.75,1.645,1.357,1.65,1.19,0.318,0.204,1.425,4.816,0.56,0.702,0.189,0.189,0.063,880.197,15.522,6.09,64.157,23.733,6.607,27.628,49.394,81.567,0.643,0.14,1.046,0.464,33.15,0.78,44.738,1.365,0.962,6.136,3.254
"128",0.78,22.509,0.35,2.163,0.669,0.294,4703.123,63.116,82.562,0.021,0.611,0.315,61.919,0.722,753.902,0.204,1.647,1.398,1.749,1.686,0.908,0.409,0.073,1.085,1.208,0.516,0.287,0.539,0.539,0.042,852.702,34.606,21.343,12.178,13.922,15.448,26.858,48.503,32.895,0.184,0.651,1.087,0.788,34.021,1.382,61.254,0.778,0.487,13.543,3.549
"129",0.702,25.934,0.412,3.355,0.782,1.113,2236.313,66.087,86.658,0.754,0.468,0.115,98.373,0.099,787.309,0.224,1.623,1.504,1.312,0.972,0.967,0.427,0.144,3.144,2.56,1.437,0.783,0.399,0.399,0.019,743.698,8.209,26.628,80.515,29.209,21.629,17.494,28.083,64.9,0.48,0.69,1.613,0.091,43.677,0.642,61.297,0.834,0.176,11.746,7.549
"130",0.66,17.918,0.384,4.229,0.731,4.232,4049.607,78.399,85.445,0.991,0.503,0.334,127.642,0.123,577.692,0.226,1.592,1.497,1.574,1.528,1.035,0.395,0.222,0.396,4.19,1.533,0.298,0.628,0.628,0.045,669.246,22.816,30.164,52.739,28.069,14.367,33.647,40.942,13.601,0.581,0.129,1.685,0.497,40.657,4.78,4.298,1.444,0.204,7.218,9.19
"131",0.755,11.155,0.499,2.219,0.816,1.022,3261.743,68.773,87.82,0.805,0.462,0.348,89.277,0.399,880.423,0.155,1.632,1.426,1.208,1.057,1.161,0.29,0.06,0.261,1.93,1.468,0.687,0.473,0.473,0.042,909.096,10.909,11.048,96.195,21.319,5.401,19.961,41.542,21.035,0.397,0.684,1.382,0.136,6.945,4.268,17.667,0.721,0.987,13.852,4.972
"132",0.722,14.162,0.578,1.005,0.216,1.82,2286.301,87.63,84.732,0.265,0.856,0.263,57.929,0.442,577.509,0.236,1.69,1.373,1.132,0.948,1.475,0.41,0.09,0.233,3.517,1.674,0.323,0.126,0.126,0.037,758.582,10.336,24.036,98.15,33.522,7.87,38.891,32.144,36.037,0.619,0.732,1.327,0.014,7.084,2.556,45.784,0.769,0.74,13.049,5.776
"133",0.733,10.048,0.428,1.611,0.332,4.748,4384.572,86.02,83.747,0.466,0.255,0.184,56.433,0.525,744.525,0.293,1.423,1.07,1.569,1.457,1.622,0.419,0.101,2.245,3.204,2.129,0.941,0.416,0.416,0.084,975.373,27.265,9.779,40.964,30.003,7.466,8.393,25.311,59.6,0.094,0.365,1.439,0.811,26.242,1.915,64.712,0.049,0.876,4.692,2.471
